Loinc Long Common Name	Score	Candidate HPO Class URI	Candidate HPO Class Label	Candidate HPO Class Definition
Triiodothyronine resin uptake (T3RU) in Serum or Plasma	82	http://purl.obolibrary.org/obo/HP_0011788	Increased serum free triiodothyronine	An elevated concentration of 3,3',5-triiodo-L-thyronine in the blood.
Triiodothyronine resin uptake (T3RU) in Serum or Plasma	82	http://purl.obolibrary.org/obo/HP_0031507	Decreased circulating thyroxine level	A reduction below the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Triiodothyronine resin uptake (T3RU) in Serum or Plasma	82	http://purl.obolibrary.org/obo/HP_0012559	Increased T3/T4 ratio	A ratio of serum triiodothyronine (T3) to thyroxine (T4) in the blood that is higher than normal.
Triiodothyronine resin uptake (T3RU) in Serum or Plasma	82	http://purl.obolibrary.org/obo/HP_0012509	Reduced thyroxin-binding globulin	An abnormally decreased amount of thyroxin-binding globulin (TBG) in blood. TBG is responsible for carrying the thyroid hormones thyroxine (T4) and 3,5,3'-triiodothyronine (T3) in the bloodstream.
Triiodothyronine resin uptake (T3RU) in Serum or Plasma	82	http://purl.obolibrary.org/obo/HP_0031506	Increased circulating thyroxine level	An elevation above the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Triiodothyronine resin uptake (T3RU) in Serum or Plasma	82	http://purl.obolibrary.org/obo/HP_0012560	Decreased T3/T4 ratio	A ratio of serum triiodothyronine (T3) to thyroxine (T4) in the blood that is lower than normal.
Triiodothyronine resin uptake (T3RU) in Serum or Plasma	62	http://purl.obolibrary.org/obo/HP_0000836	Hyperthyroidism	An abnormality of thyroid physiology characterized by excessive secretion of the thyroid hormones thyroxine (i.e., T4) and/or 3,3',5-triiodo-L-thyronine zwitterion (i.e., triiodothyronine or T3).
Mycobacterium sp identified in Isolate	Too many (779) classes are found. List top 15 only
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/CL_0002632	epithelial cell of lower respiratory tract	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/UBERON_0004233	lower respiratory tract smooth muscle	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/UBERON_0004815	lower respiratory tract epithelium	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/UBERON_0003603	lower respiratory tract cartilage	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/UBERON_0003580	lower respiratory tract connective tissue	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/UBERON_0001558	lower respiratory tract	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/GO_0036293	response to decreased oxygen levels	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/PATO_0001603	increased life span	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/PATO_0001604	decreased life span	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/PATO_0000303	increased speed	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/PATO_0000304	decreased speed	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/HP_0007659	obsolete Decreased retinal pigmentation with dispersion	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/HP_0003456	Low urinary cyclic AMP response to PTH administration	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/HP_0002795	Functional respiratory abnormality	
Mycobacterium sp identified in Isolate	65	http://purl.obolibrary.org/obo/HP_0006019	Reduced proximal interphalangeal joint space	
Johnson grass IgE Ab [Units/volume] in Serum	71	http://purl.obolibrary.org/obo/HP_0031545	Abnormally low T-cell receptor excision circle level	Reduced level of T-cell receptor excision circle (TRECs) as measured by the TREC assay. Late in maturation, 70% of thymocytes that will ultimately express alpha/beta-T cell receptors form a circular DNA TREC from the excised TCRdelta gene that lies within the TCRalpha genetic locus. The circles are stable but do not increase following cell division and, therefore, become diluted as T cells proliferate. A quantitative polymerase chain reaction (PCR) reaction across the joint of the circular DNA provides the TREC copy number, a marker of newly-formed, antigenically-naïve thymic emigrant T cells.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0011095	Overjet	An abnormal anteroposterior extension of the maxillary teeth beyond the plane of the mandibular teeth upon jaw closure.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0030645	Central	Applies to an abnormality that is located close to the median plane or midline of the body or of the referenced structure.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0011600	Abnormal direction of ventricular apex	Abnormal plane of direction of the heart from the base to the apex. Left sided is normal.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0002751	Kyphoscoliosis	An abnormal curvature of the spine in both a coronal (lateral) and sagittal (back-to-front) plane.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0011602	Midline direction of ventricular apex	Abnormal plane of direction of the heart from the base to the apex in the midline. Left sided is normal.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0025275	Lateral@en	Applies to an abnormality that is located farther from the median plane or midline of the body or of the referenced structure.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0011601	Rightward direction of ventricular apex	Abnormal plane of direction of the heart from the base to the apex towards the right. Left sided is normal.
London Plane IgE Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0011599	Mesocardia	Mesocardia is a abnormal location of the heart in which the heart is in a midline position and the longitudinal axis of the heart lies in the mid-sagittal plane.
London Plane IgE Ab [Units/volume] in Serum	57	http://purl.obolibrary.org/obo/HP_0031070	Decreased femoral torsion	Femoral torsion, also known as femoral rotation or femoral version, refers to the twist between the proximal and distal parts of the femur on the transverse plane. Femoral anteversion averages between 30-40 degress at birth, and between 8-14 degrees in adults. This term applies if the amount of femoral torsion is below this range.
London Plane IgE Ab [Units/volume] in Serum	57	http://purl.obolibrary.org/obo/HP_0030867	Vertical orbital dystopia	The orbits do not lie on the same horizontal plane, that is, one eye is lower than the other.
London Plane IgE Ab [Units/volume] in Serum	57	http://purl.obolibrary.org/obo/HP_0010952	Mild fetal ventriculomegaly	A kind of ventriculomegaly occurring in the fetal period and usually diagnosed by prenatal ultrasound. Cerebral ventriculomegaly is defined by atrial measurements 10 mm or more. Mild ventriculomegaly (MVM) is defined as measurements between 10 and 15 mm. Measurements are obtained from an axial plane at the level of the thalamic nuclei just below the standard image to measure the BPD (pmid:16100637).
Selenium [Mass/volume] in Serum or Plasma	30	http://purl.obolibrary.org/obo/GO_0001887	selenium compound metabolic process	
Selenium [Mass/volume] in Serum or Plasma	30	http://purl.obolibrary.org/obo/CHEBI_27568	selenium atom	
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	84	http://purl.obolibrary.org/obo/HP_0003237	Increased IgG level	An abnormally increased level of immunoglobulin G in blood.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	84	http://purl.obolibrary.org/obo/HP_0100778	Cryoglobulinemia	Increased level of cryoglobulins in the blood. Cryoglobulins are abnormal immunoglobulins, especially IGG or IGM, that precipitate spontaneously when serum is cooled below 37 degrees Celsius.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	84	http://purl.obolibrary.org/obo/HP_0004315	IgG deficiency	An abnormally decreased level of immunoglobulin IgG in blood.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	77	http://purl.obolibrary.org/obo/HP_0025343	Lupus anticoagulant@en	Presence of lupus anticoagulant (LA) autoantiboides. LA represent a heterogeneous group of autoantibodies, IgG, IgM, or a mixture of both classes, that interfere with standard phospholipid-based coagulant tests (this is only an in vitro phenomenon, LA do not cause reduction of coagulation in vivo). The antibodies are directed against plasma proteins which also bind to phospholipid surfaces.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	64	http://purl.obolibrary.org/obo/HP_0025217	Triggered by high-fat diet@en	Applies to a sign or symptom that is provoked or brought about by eating a diet high in lipids.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	64	http://purl.obolibrary.org/obo/HP_0002608	Celiac disease	Celiac disease (CD) is an autoimmune condition affecting the small intestine, triggered by the ingestion of gluten, the protein fraction of wheat, barley, and rye. Clinical manifestations of CD are highly variable and include both gastrointestinal and non-gastrointestinal features. The hallmark of CD is an immune-mediated enteropathy. This term is included because the occurence of CD is seen as a feature of a number of other diseases.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	64	http://purl.obolibrary.org/obo/HP_0030386	Abnormal class-switched memory B cell count	A deviation from the normal count of class-switched memory B cells (CD19+/CD27+/IgM-/IgD-). Marginal zone B cells undergo limited somatic hypermutation and produce high-affinity IgM and some IgG, whereas class-switched memory B-cells synthetize IgG, IgM, and IgA.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	64	http://purl.obolibrary.org/obo/HP_0031162	Impaired oropharyngeal swallow response	Delay or absence of the swallow response, reflexes triggered by the contact the food bolus makes with the anterior faucial pillars.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	64	http://purl.obolibrary.org/obo/HP_0025160	Abnormal temper tantrums@en	A temper tantrum is an emotional outburst usually triggered by a sense of frustration and manifested as whining and crying, screaming, kicking, hitting, and breath holding. Temper tantrums are normal in toddlers and young children and usually happen between the ages of one to three years. Temper tantrums may be considered abnormal if they occur at an unusually high frequency, are of unusual severity, or occur at an old age than usual.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	57	http://purl.obolibrary.org/obo/HP_0008348	Immunoglobulin IgG2 deficiency	A reduction in immunoglobulin levels of the IgG2 subclass.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	57	http://purl.obolibrary.org/obo/HP_0030388	Decreased class-switched memory B cell count	A reduction from the normal count of class-switched memory B cells (CD19+/CD27+/IgM+/IgD+). Marginal zone B cells undergo limited somatic hypermutation and produce high-affinity IgM and some IgG, whereas class-switched memory B-cells synthetize IgG, IgM, and IgA.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	57	http://purl.obolibrary.org/obo/HP_0025186	Marcus Gunn jaw winking synkinesis@en	Unilateral ptosis with associated upper eyelid contraction and contraction of either the external or the internal pterygoid muscle. It is thought to occur because of congenital miswiring of a branch of the fifth cranial nerve into the branch of the third cranial nerve supplying the levator muscle. In Marcus Gunn jaw winking synkinesis, elevation and even retraction of the affected eyelid is triggered by chewing, suction, lateral mandible movement, smiling, sternocleidomastoid contraction, protruding tongue, Valsalva manoeuvre and even by breathing.
Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay	57	http://purl.obolibrary.org/obo/HP_0007098	Paroxysmal choreoathetosis	Episodes of choreoathetosis that can occur following triggers such as quick voluntary movements.
Acanthocytes [Presence] in Blood by Light microscopy	30	http://purl.obolibrary.org/obo/HP_0001927	Acanthocytosis	Acanthocytosis is a type of poikilocytosis characterized by the presence of spikes on the cell surface. The cells have an irregular shape resembling many-pointed stars.
dRVVT W excess phospholipid (LA confirm)	Too many (21) classes are found. List top 15 only
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/PR_000001092	interleukin-17	A protein that is a T cell-derived cytokine that may play an important role in the initiation or maintenance of the proinflammatory response. Except for IL-17B, all other IL-17 family members are homodimers containing five highly conserved cysteine residues forming characteristic cystein-knot structure, similar to that found in the TGF-beta-like cystine-knot (PR:000000008). This class consists of six cytokines. Among them, interleukin 17A (IL-17) and IL-17F are expressed by a novel subset of CD4+ helper T (Th) cells and play a critical role in inflammation and autoimmunity. On the other hand, IL-17E, also called IL-25, has been associated with allergic responses.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/NCIT_C3403	Teratoma	A non-seminomatous germ cell tumor characterized by the presence of various tissues which correspond to the different germinal layers (endoderm, mesoderm, and ectoderm). It occurs in the testis, ovary, and extragonadal sites including central nervous system, mediastinum, lung, and stomach. According to the level of differentiation of the tissues which comprise the tumor, teratomas are classified as mature or immature. Mature teratomas are composed of well differentiated, adult-type tissues. Immature teratomas are composed of immature, fetal-type tissues. Testicular teratomas in children follow a benign clinical course. Mature ovarian teratomas without a fetal-type component have an excellent outcome. The prognosis of immature ovarian teratomas is related to the grade and stage of the tumor.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0012427	Excessive femoral anteversion	An increased degree of femoral version, which is defined as the angular difference between axis of femoral neck and transcondylar axis of the knee. Thus, femoral anteversion is an inward twisting of the femur that causes the knees and feet to turn inward.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0000845	Growth hormone excess	Acromegaly is a condition resulting from overproduction of growth hormone by the pituitary gland in persons with closed epiphyses, and consists chiefly in the enlargement of the distal parts of the body. The circumference of the skull increases, the nose becomes broad, the tongue becomes enlarged, the facial features become coarsened, the mandible grows excessively, and the teeth become separated. The fingers and toes grow chiefly in thickness.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0031068	Increased femoral torsion	Femoral torsion, also known as femoral rotation or femoral version, refers to the twist between the proximal and distal parts of the femur on the transverse plane. Femoral anteversion averages between 30-40 degress at birth, and between 8-14 degrees in adults. This term applies if the amount of femoral torsion exceeds this range.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0030050	Narcolepsy	An abnormal phenomenon characterized by a classic tetrad of excessive daytime sleepiness with irresistible sleep attacks, cataplexy (sudden bilateral loss of muscle tone), hypnagogic hallucination, and sleep paralysis.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0031513	Luse bodies	Fusiform collagen fibers with abnormally long spacing (exceeding 100 nm) between electron-dense bands.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0000815	Hypergonadotropic hypogonadism	Reduced function of the gonads (testes in males or ovaries in females) associated with excess pituitary gonadotropin secretion and resulting in delayed sexual development and growth delay.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0001685	Myocardial fibrosis	Myocardial fibrosis is characterized by dysregulated collagen turnover (increased synthesis predominates over unchanged or decreased degradation) and excessive diffuse collagen accumulation in the interstitial and perivascular spaces as well as by phenotypically transformed fibroblasts, termed myofibroblasts.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0002445	Tetraplegia	Paralysis of all four limbs, and trunk of the body below the level of an associated injury to the spinal cord. The etiology of quadriplegia is similar to that of paraplegia except that the lesion is in the cervical spinal cord rather than in the thoracic or lumbar segments of the spinal cord.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0000340	Sloping forehead	Inclination of the anterior surface of the forehead from the vertical more than two standard deviations above the mean (objective); or apparently excessive posterior sloping of the forehead in a lateral view.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0000975	Hyperhidrosis	Abnormal excessive perspiration (sweating) despite the lack of appropriate stimuli like hot and humid weather.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0002243	Protein-losing enteropathy	Abnormal loss of protein from the digestive tract related to excessive leakage of plasma proteins into the lumen of the gastrointestinal tract.
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0031275	Distributive shock	A hyperdynamic process resulting from excessive vasodilatation. Impaired blood flow causes inadequate tissue perfusion, which can lead to end-organ damage
dRVVT W excess phospholipid (LA confirm)	65	http://purl.obolibrary.org/obo/HP_0009926	Increased lacrimation	Abnormally increased lacrimation, that is, excessive tearing (watering eye).
Calcium [Mass/volume] in 24 hour Urine	Too many (29) classes are found. List top 15 only
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/GO_0008331	high voltage-gated calcium channel activity	
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0100530	Abnormality of calcium-phosphate metabolism	
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0040077	Abnormal concentration of calcium in blood	
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0005645	Intervertebral disk calcification	The presence of abnormal calcium deposition of the intervertebral disk.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0003472	Hypocalcemic tetany	Hyperexcitability of the neuromuscular system related to abnormally low level of calcium in the blood, resulting in carpopedal or generalized spasms.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0004363	Abnormality of calcium homeostasis	An abnormality of calcium ion homeostasis.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0011981	Pigment gallstones	Gallstones composed primarily of bilirubin and calcium salts (calcium bilirubinate) with a low cholesterol concentration.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0003529	Parathormone-independent increased renal tubular calcium reabsorption	An increase in the reabsorption of calcium by the renal tubulus that is not associated with increased parathormone levels.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0030113	Abnormal muscle fiber dysferlin	A deviation from normal in the expression of dysferlin in muscle tissue. Dysferlin is an ubiquitous 230-KDa transmembrane protein involved in calcium-mediated sarcolemma resealing.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0003645	Prolonged partial thromboplastin time	Increased time to coagulation in the partial thromboplastin time (PTT) test, a measure of the intrinsic and common coagulation pathways. Phospholipid, and activator, and calcium are mixed into an anticoagulated plasma sample, and the time is measured until a thrombus forms.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0003513	Reduced ratio of renal calcium clearance to creatinine clearance	A reduction of the ratio of renal calcium clearance to creatinine clearance to below 0.01.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0000083	Renal insufficiency	A reduction in the level of performance of the kidneys in areas of function comprising the concentration of urine, removal of wastes, the maintenance of electrolyte balance, homeostasis of blood pressure, and calcium metabolism.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0012529	Abnormal dense granule content	A deviation from the normal contents of the platelet alpha granules, which normally contain adenosine triphosphate (ATP), adenosine diphosphate (ADP), serotonin, calcium, and pyrophosphate, which are secreted when platelets are activated.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0008754	Laryngeal calcification	Calcification (abnormal deposits of calcium) in the laryngeal tissues.
Calcium [Mass/volume] in 24 hour Urine	80	http://purl.obolibrary.org/obo/HP_0002901	Hypocalcemia	An abnormally decreased calcium concentration in the blood.
Theophylline [Mass/volume] in Serum or Plasma	No HPO classes are found
 C peptide [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0031424	Abnormal circulating beta-C-terminal telopeptide level	A deviation from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation, a marker of the rate of bone turnover.
C peptide [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0031426	Decreased circulating beta-C-terminal telopeptide level	A reduction from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation.
C peptide [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0000870	Prolactin excess	The presence of abnormally increased levels of prolactin in the blood. Prolactin is a peptide hormone produced by the anterior pituitary gland that plays a role in breast development and lactation during pregnancy.
C peptide [Mass/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0031425	Increased circulating beta-C-terminal telopeptide level	A abnormal elevation above the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0031138	Abnormal B-type natriuretic peptide level	A deviation from the normal circulating concentration of B-type natriuretic peptide (BNP).
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0030794	Abnormal C-peptide level	An anomolous circulating concentration of the connecting (C) peptide, which links the insulin A and B chains in proinsulin, providing thereby a means to promote their efficient folding and assembly in the endoplasmic reticulum during insulin biosynthesis. After cleavage of proinsulin, C-peptide is stored with insulin in the soluble phase of the secretory granules and is subsequently released in equimolar amounts with insulin, providing a useful independent indicator of insulin secretion.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0003461	Increased urinary O-linked sialopeptides	Excretion of peptides conjugated to sialic acid in the urine.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0040240	Increased ratio of VWF propeptide to VWF antigen	An increased VWF propeptide to VWF antigen indicates that deficiency of VWF is not due to impaired synthesis but due to rapid clearance. The VWF propeptide is measured by ELISA.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0030795	Reduced C-peptide level	A decreased concentration of C-peptide in the circulation. Since C-peptide is secreted in equimolar amounts to insulin, this feature correlates with reduced insulin secretion.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0030796	Increased C-peptide level	An elevated concentration of C-peptide in the circulation. Since C-peptide is secreted in equimolar amounts to insulin, this feature correlates with increased insulin secretion.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0006476	Abnormality of the pancreatic islet cells	An abnormality of the islet of Langerhans, i.e., of the regions of the pancreas that contain its endocrine cells. These are the alpha cells, which produce glucagon, the beta cells, which produce insulin and amylin, the delta cells, which produce somatostatin, the PP cells, which produce pancreatic polypeptide, and the epsilon cells, which produce ghrelin.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0031208	Increased pituitary glycoprotein alpha subunit level	An increased concentration of circulating alpha polypeptide of glycoprotein hormones (Entrez Gene 1081). This alpha subunit is common to luteinizing hormone (LH) , follicle stimulating hormone (FSH) , thyroid stimulating hormone (TSH) and human chorionic gonadotropin (hCG), which are glycoprotein hormones composed of an identical alpha subunit together with a beta subunit that confers biological specificity. The alpha subunit is used as a marker for tumors that produce these hormones.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0031128	Impaired collagen-related peptide-induced platelet aggregation	Abnormal response to collagen-related peptide (CRP) as manifested by reduced or lacking aggregation of platelets upon addition of CRP.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0012067	Glycopeptiduria	Increased excretion of glycopeptides in the urine. Glycopeptides are peptides with carbohydrate moieties covalently attached to the side chains of the amino acid residues.
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0031185	Increased NT-proBNP level	An elevated level of circulating N-terminal part of the prohormone of B-type natriuretic peptide (BNP).
C peptide [Mass/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0031101	Abnormal antimullerian hormone level	Any deviation from the normal range of the antimullerian hormone, a peptide produced by the granulosa cells of follicles. Anti-Mullerian hormone (AMH), also known as Mullerian inhibiting substance, is produced by the granulosa cells of small antral follicles of the ovary. AMH has an inhibiting role in the ovary, contributing to follicular arrest. AMH levels in women are low until the age of 8, rise rapidly until puberty and decline steadily from the age of 25 until menopause, when AMH production ceases.
Deprecated Thyroxine free index in Serum or Plasma	77	http://purl.obolibrary.org/obo/HP_0031505	Abnormal circulating thyroxine level	A deviation from the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Deprecated Thyroxine free index in Serum or Plasma	77	http://purl.obolibrary.org/obo/HP_0031222	Increased circulating thyroxine-binding globulin level	An elevated concentration of thyroxine-binding globulin (TBG) in the blood.
Deprecated Thyroxine free index in Serum or Plasma	77	http://purl.obolibrary.org/obo/HP_0031507	Decreased circulating thyroxine level	A reduction below the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Deprecated Thyroxine free index in Serum or Plasma	77	http://purl.obolibrary.org/obo/HP_0012559	Increased T3/T4 ratio	A ratio of serum triiodothyronine (T3) to thyroxine (T4) in the blood that is higher than normal.
Deprecated Thyroxine free index in Serum or Plasma	77	http://purl.obolibrary.org/obo/HP_0012509	Reduced thyroxin-binding globulin	An abnormally decreased amount of thyroxin-binding globulin (TBG) in blood. TBG is responsible for carrying the thyroid hormones thyroxine (T4) and 3,5,3'-triiodothyronine (T3) in the bloodstream.
Deprecated Thyroxine free index in Serum or Plasma	77	http://purl.obolibrary.org/obo/HP_0031506	Increased circulating thyroxine level	An elevation above the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Deprecated Thyroxine free index in Serum or Plasma	77	http://purl.obolibrary.org/obo/HP_0012560	Decreased T3/T4 ratio	A ratio of serum triiodothyronine (T3) to thyroxine (T4) in the blood that is lower than normal.
Deprecated Thyroxine free index in Serum or Plasma	57	http://purl.obolibrary.org/obo/HP_0000836	Hyperthyroidism	An abnormality of thyroid physiology characterized by excessive secretion of the thyroid hormones thyroxine (i.e., T4) and/or 3,3',5-triiodo-L-thyronine zwitterion (i.e., triiodothyronine or T3).
Deprecated Thyroxine free index in Serum or Plasma	57	http://purl.obolibrary.org/obo/HP_0008247	Euthyroid hyperthyroxinemia	An abnormality of thyroid physiology (HP:0002926) characterized by increased levels of thyroxine without evidence of clinical thyroid disease.
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0025434	Reduced hemolytic complement activity@en	A diminished activity of the classical complement pathway as measured by the assay for 50% haemolytic complement (CH50) activity of serum.
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0005369	Decreased serum complement factor H	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0005356	Decreased serum complement factor I	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0045044	Decreased serum complement C4b	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0005421	Decreased serum complement C3	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0012308	Decreased serum complement C9	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0045043	Decreased serum complement C4a	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0005416	Decreased serum complement factor B	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0045042	Decreased serum complement C4	A reduced level of the complement component C4 in the circulation.
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	60	http://purl.obolibrary.org/obo/HP_0025541	Decreased activity of complement receptor@en	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	60	http://purl.obolibrary.org/obo/HP_0005482	Abnormality of the alternative complement pathway	
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	60	http://purl.obolibrary.org/obo/HP_0030685	Decreased adiponectin level	A reduced circulating concentration of adiponectin, a 30-kDa complement C1-related protein that is the most abundant secreted protein expressed in adipose tissue.
